timestamp,handle,text,avg_score
2025-06-15 05:27:00-04,@nsitharamanoffc,"RT by @nsitharamanoffc: India is the global leader in Fintech adoption. The Digital Payments Awards 2025 will celebrate this hard-earned feat by recognising the contribution of those who made it possible.#IndiaSwipesAhead #DigitalPaymentsAwards2025 <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">India is the global leader in Fintech adoption. <br /><br />The Digital Payments Awards 2025 will celebrate this hard-earned feat by recognising the contribution of those who made it possible.<a href=""https://twitter.com/hashtag/IndiaSwipesAhead?src=hash&amp;ref_src=twsrc%5Etfw"">#IndiaSwipesAhead</a> <a href=""https://twitter.com/hashtag/DigitalPaymentsAwards2025?src=hash&amp;ref_src=twsrc%5Etfw"">#DigitalPaymentsAwards2025</a> <a href=""https://t.co/chqXknASni"">pic.twitter.com/chqXknASni</a></p>— Ministry of Finance (@FinMinIndia) <a href=""https://twitter.com/FinMinIndia/status/1934180971659526293?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.35197299172480906
2025-06-15 05:37:40-04,@MFA_China,"RT by @MFA_China: Viet Nam, welcome to the #BRICS family! <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Viet Nam, welcome to the <a href=""https://twitter.com/hashtag/BRICS?src=hash&amp;ref_src=twsrc%5Etfw"">#BRICS</a> family! <a href=""https://t.co/5oZ4OfYgjn"">pic.twitter.com/5oZ4OfYgjn</a></p>— Mao Ning 毛宁 (@SpoxCHN_MaoNing) <a href=""https://twitter.com/SpoxCHN_MaoNing/status/1934183516537041184?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.39652549823125205
2025-06-15 06:22:23-04,@MFA_China,"RT by @MFA_China: Delighted to attend #AsiaFolk again, and meet the #Chinese artists from Inner Mongolia and Gansu. The Inner Mongolian singer's long-song at the opening ceremony is truly beautiful! 🎤 As the world just celebrated the first International Day for #DialogueAmongCivilizations, such… <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Delighted to attend <a href=""https://twitter.com/hashtag/AsiaFolk?src=hash&amp;ref_src=twsrc%5Etfw"">#AsiaFolk</a> again, and meet the <a href=""https://twitter.com/hashtag/Chinese?src=hash&amp;ref_src=twsrc%5Etfw"">#Chinese</a> artists from Inner Mongolia and Gansu. The Inner Mongolian singer's long-song at the opening ceremony is truly beautiful! 🎤<br />As the world just celebrated the first International Day for <a href=""https://twitter.com/hashtag/DialogueAmongCivilizations?src=hash&amp;ref_src=twsrc%5Etfw"">#DialogueAmongCivilizations</a>, such… <a href=""https://t.co/QwWN6WbbTQ"">pic.twitter.com/QwWN6WbbTQ</a></p>— Шэнь Миньжуань 沈敏娟 Shen Minjuan (@ChnAmbMongolia) <a href=""https://twitter.com/ChnAmbMongolia/status/1934194770399625392?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.36745312679559
2025-06-15 06:39:00-04,@FinMinIndia,"RT by @FinMinIndia: Hon'ble Lt Governor Brig (Dr) BD Mishra (Retd) and First Lady Neelam Mishra met Hon'ble #Finance Minister, Ms Nirmala Sitharaman, who is on a four-day visit to #Ladakh. The HLG discussed various issues related to the development of #Ladakh with the Hon'ble Finance Minister. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Hon'ble Lt Governor Brig (Dr) BD Mishra (Retd) and First Lady Neelam Mishra met Hon'ble <a href=""https://twitter.com/hashtag/Finance?src=hash&amp;ref_src=twsrc%5Etfw"">#Finance</a> Minister, Ms Nirmala Sitharaman, who is on a four-day visit to <a href=""https://twitter.com/hashtag/Ladakh?src=hash&amp;ref_src=twsrc%5Etfw"">#Ladakh</a>. The HLG discussed various issues related to the development of <a href=""https://twitter.com/hashtag/Ladakh?src=hash&amp;ref_src=twsrc%5Etfw"">#Ladakh</a> with the Hon'ble Finance Minister. <a href=""https://t.co/3D8FOi86bq"">pic.twitter.com/3D8FOi86bq</a></p>— Office of the Lt. Governor, Ladakh (@lg_ladakh) <a href=""https://twitter.com/lg_ladakh/status/1934198972723192165?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.04958663148184617
2025-06-15 06:39:05-04,@nsitharamanoffc,"RT by @nsitharamanoffc: Hon'ble Lt Governor Brig (Dr) BD Mishra (Retd) and First Lady Neelam Mishra met Hon'ble #Finance Minister, Ms Nirmala Sitharaman, who is on a four-day visit to #Ladakh. The HLG discussed various issues related to the development of #Ladakh with the Hon'ble Finance Minister. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Hon'ble Lt Governor Brig (Dr) BD Mishra (Retd) and First Lady Neelam Mishra met Hon'ble <a href=""https://twitter.com/hashtag/Finance?src=hash&amp;ref_src=twsrc%5Etfw"">#Finance</a> Minister, Ms Nirmala Sitharaman, who is on a four-day visit to <a href=""https://twitter.com/hashtag/Ladakh?src=hash&amp;ref_src=twsrc%5Etfw"">#Ladakh</a>. The HLG discussed various issues related to the development of <a href=""https://twitter.com/hashtag/Ladakh?src=hash&amp;ref_src=twsrc%5Etfw"">#Ladakh</a> with the Hon'ble Finance Minister. <a href=""https://t.co/3D8FOi86bq"">pic.twitter.com/3D8FOi86bq</a></p>— Office of the Lt. Governor, Ladakh (@lg_ladakh) <a href=""https://twitter.com/lg_ladakh/status/1934198972723192165?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.014217540621757507
2025-06-15 07:02:00-04,@FinMinIndia,"RT by @FinMinIndia: A #Fake approval letter claims to grant a loan of ₹5,00,000 under PM Mudra Yojana on payment of ₹2,100#PIBFactCheck ✔️@FinMinIndia has not issued this letter ✔️Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals 🔗 <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">A <a href=""https://twitter.com/hashtag/Fake?src=hash&amp;ref_src=twsrc%5Etfw"">#Fake</a> approval letter claims to grant a loan of ₹5,00,000 under PM Mudra Yojana on payment of ₹2,100<a href=""https://twitter.com/hashtag/PIBFactCheck?src=hash&amp;ref_src=twsrc%5Etfw"">#PIBFactCheck</a><br /><br />✔️<a href=""https://twitter.com/FinMinIndia?ref_src=twsrc%5Etfw"">@FinMinIndia</a> has not issued this letter<br /><br />✔️Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals<br /><br />🔗<a href=""https://t.co/cQ5DW69qkT"">https://t.co/cQ5DW69qkT</a> <a href=""https://t.co/O7Hx8uYcUx"">pic.twitter.com/O7Hx8uYcUx</a></p>— PIB Fact Check (@PIBFactCheck) <a href=""https://twitter.com/PIBFactCheck/status/1934204921492259060?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-0.007730957120656967
2025-06-15 07:07:29-04,@WarrenDavidson,"No sanctuary states. No sanctuary cities. No sanctuary farms. No sanctuary hotels. No sanctuary! <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">No sanctuary states.<br />No sanctuary cities.<br />No sanctuary farms.<br />No sanctuary hotels.<br />No sanctuary!</p>— Warren Davidson 🇺🇸 (@WarrenDavidson) <a href=""https://twitter.com/WarrenDavidson/status/1934206119804555283?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-0.008246782546242079
2025-06-15 07:15:50-04,@BitcoinMagazine,"""We don't need the banks anymore."" - Jack Dorsey on #Bitcoin <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">""We don't need the banks anymore."" <br />- Jack Dorsey on <a href=""https://twitter.com/hashtag/Bitcoin?src=hash&amp;ref_src=twsrc%5Etfw"">#Bitcoin</a> <a href=""https://t.co/hSuDFOyAH8"">pic.twitter.com/hSuDFOyAH8</a></p>— Bitcoin Magazine (@BitcoinMagazine) <a href=""https://twitter.com/BitcoinMagazine/status/1934208222056849665?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.21402099629243213
2025-06-15 08:00:05-04,@BitcoinMagazine,"JUST IN: 🇻🇳 Vietnam’s National Assembly approves the Law to legalise crypto. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">JUST IN: 🇻🇳 Vietnam’s National Assembly approves the Law to legalise crypto. <a href=""https://t.co/3l82lUJko7"">pic.twitter.com/3l82lUJko7</a></p>— Bitcoin Magazine (@BitcoinMagazine) <a href=""https://twitter.com/BitcoinMagazine/status/1934219359272190130?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.5181626559545597
2025-06-15 08:03:00-04,@saylor,"Bigger Dots are ₿etter <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Bigger Dots are ₿etter <a href=""https://t.co/vm1UItzmRb"">pic.twitter.com/vm1UItzmRb</a></p>— Michael Saylor (@saylor) <a href=""https://twitter.com/saylor/status/1934220313405100289?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.053118204410587046
2025-06-15 08:03:53-04,@saylor,"Bigger Dots are ₿etter <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Bigger Dots are ₿etter <a href=""https://t.co/vm1UItzmRb"">pic.twitter.com/vm1UItzmRb</a></p>— Michael Saylor (@saylor) <a href=""https://twitter.com/saylor/status/1934220313405100289?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.060791538655757905
2025-06-15 08:07:00-04,@nsitharamanoffc,"Glimpses from the visit. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Glimpses from the visit. <a href=""https://t.co/887jvNirAY"">pic.twitter.com/887jvNirAY</a></p>— Nirmala Sitharaman Office (@nsitharamanoffc) <a href=""https://twitter.com/nsitharamanoffc/status/1934221341881962941?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-0.0025013859073321023
2025-06-15 08:07:00-04,@FinMinIndia,"RT by @FinMinIndia: Glimpses from the visit. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Glimpses from the visit. <a href=""https://t.co/887jvNirAY"">pic.twitter.com/887jvNirAY</a></p>— Nirmala Sitharaman Office (@nsitharamanoffc) <a href=""https://twitter.com/nsitharamanoffc/status/1934221341881962941?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-1.914675037066142e-05
2025-06-15 08:14:00-04,@nsitharamanoffc,"RT by @nsitharamanoffc: Landed in Cyprus. My gratitude to the President of Cyprus, Mr. Nikos Christodoulides for the special gesture of welcoming me at the airport. This visit will add significant momentum to India-Cyprus relations, especially in areas like trade, investment and more.@Christodulides <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Landed in Cyprus. My gratitude to the President of Cyprus, Mr. Nikos Christodoulides for the special gesture of welcoming me at the airport. This visit will add significant momentum to India-Cyprus relations, especially in areas like trade, investment and more.<a href=""https://twitter.com/Christodulides?ref_src=twsrc%5Etfw"">@Christodulides</a> <a href=""https://t.co/szAeUzVCem"">pic.twitter.com/szAeUzVCem</a></p>— Narendra Modi (@narendramodi) <a href=""https://twitter.com/narendramodi/status/1934222896290762839?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.3071087740982572
2025-06-15 08:14:00-04,@narendramodi,"Landed in Cyprus. My gratitude to the President of Cyprus, Mr. Nikos Christodoulides for the special gesture of welcoming me at the airport. This visit will add significant momentum to India-Cyprus relations, especially in areas like trade, investment and more.@Christodulides <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Landed in Cyprus. My gratitude to the President of Cyprus, Mr. Nikos Christodoulides for the special gesture of welcoming me at the airport. This visit will add significant momentum to India-Cyprus relations, especially in areas like trade, investment and more.<a href=""https://twitter.com/Christodulides?ref_src=twsrc%5Etfw"">@Christodulides</a> <a href=""https://t.co/szAeUzVCem"">pic.twitter.com/szAeUzVCem</a></p>— Narendra Modi (@narendramodi) <a href=""https://twitter.com/narendramodi/status/1934222896290762839?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.6494086400916179
2025-06-15 08:15:00-04,@narendramodi,"Έφθασα στην Κύπρο. Εκφράζω την ευγνωμοσύνη μου στον Πρόεδρο της Κύπρου, Κο. Νίκο Χριστοδουλίδη για την ξεχωριστή χειρονομία και για την υποδοχή μου στο αεροδρόμιο. Αυτή η επίσκεψη θα προσθέσει σημαντικές ώθηση στις σχέσεις Ινδίας-Κύπρου, ειδικά σε τομείς όπως το εμπόριο, τις… <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""el"">Έφθασα στην Κύπρο.  Εκφράζω την ευγνωμοσύνη μου στον Πρόεδρο της Κύπρου,  Κο. Νίκο Χριστοδουλίδη για την ξεχωριστή χειρονομία και για την υποδοχή μου στο αεροδρόμιο.  Αυτή η επίσκεψη θα προσθέσει σημαντικές ώθηση στις σχέσεις Ινδίας-Κύπρου,  ειδικά σε τομείς όπως το εμπόριο,  τις… <a href=""https://t.co/Vkc2mwP10a"">pic.twitter.com/Vkc2mwP10a</a></p>— Narendra Modi (@narendramodi) <a href=""https://twitter.com/narendramodi/status/1934223215435641208?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.188590531796217
2025-06-15 08:21:52-04,@BitcoinMagazine,"JUST IN: Michael Saylor posted the Saylor #Bitcoin tracker again 👀 Strategy always announce another BTC purchase the next day 🚀 <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">JUST IN: Michael Saylor posted the Saylor <a href=""https://twitter.com/hashtag/Bitcoin?src=hash&amp;ref_src=twsrc%5Etfw"">#Bitcoin</a> tracker again 👀           <br /><br />Strategy always announce another BTC purchase the next day 🚀 <a href=""https://t.co/vjpZkr1N2d"">pic.twitter.com/vjpZkr1N2d</a></p>— Bitcoin Magazine (@BitcoinMagazine) <a href=""https://twitter.com/BitcoinMagazine/status/1934224839826669637?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.474755139897267
2025-06-15 08:23:00-04,@balajis,"We needed Bitcoin, Ethereum, Solana, and Base. We needed USDC and USDT. And we also needed to win politically. But now all the infrastructure is there. And we finally have Internet First payments. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">We needed Bitcoin, Ethereum, Solana, and Base.<br />We needed USDC and USDT.<br />And we also needed to win politically.<br />But now all the infrastructure is there.<br />And we finally have Internet First payments. <a href=""https://t.co/MFZsnfwOGg"">https://t.co/MFZsnfwOGg</a></p>— Balaji (@balajis) <a href=""https://twitter.com/balajis/status/1934225211471405567?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.4862581819295883
2025-06-15 08:25:00-04,@WatcherGuru,"JUST IN: Michael Saylor hints at buying more Bitcoin. ""Bigger Dots are ₿etter."" <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">JUST IN: Michael Saylor hints at buying more Bitcoin. <br /><br />""Bigger Dots are ₿etter."" <a href=""https://t.co/neJGKMTW4Z"">pic.twitter.com/neJGKMTW4Z</a></p>— Watcher.Guru (@WatcherGuru) <a href=""https://twitter.com/WatcherGuru/status/1934225719950704888?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.4818672940135002
2025-06-15 08:31:00-04,@FinMinIndia,"RT by @FinMinIndia: Union Finance Minister @nsitharaman visits Hemis Gompa, a Buddhist monastery of the Drukpa Lineage in Leh, Ladakh. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Union Finance Minister <a href=""https://twitter.com/nsitharaman?ref_src=twsrc%5Etfw"">@nsitharaman</a> visits Hemis Gompa, a Buddhist monastery of the Drukpa Lineage in Leh, Ladakh. <a href=""https://t.co/4t945LjsBa"">pic.twitter.com/4t945LjsBa</a></p>— PIB in Jammu Kashmir & Ladakh (@PIBSrinagar) <a href=""https://twitter.com/PIBSrinagar/status/1934227339673550945?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.23494591588775315
2025-06-15 08:32:00-04,@SenSchumer,"To all the dads across America and around the world: Wishing you a very Happy Father’s Day with your family! <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">To all the dads across America and around the world:<br /><br />Wishing you a very Happy Father’s Day with your family!</p>— Chuck Schumer (@SenSchumer) <a href=""https://twitter.com/SenSchumer/status/1934227598638518471?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.28398404916127523
2025-06-15 08:36:29-04,@SenRandPaul,"He stood alone more times than most ever will, and never wavered. Happy Father’s Day to my dad, Dr. Ron Paul, who taught me courage, conviction, and constitutional principle. Wishing every dad a great day today. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">He stood alone more times than most ever will, and never wavered. <br /><br />Happy Father’s Day to my dad, Dr. Ron Paul, who taught me courage, conviction, and constitutional principle.<br /><br />Wishing every dad a great day today. <a href=""https://t.co/VHi3XBxhwz"">pic.twitter.com/VHi3XBxhwz</a></p>— Senator Rand Paul (@SenRandPaul) <a href=""https://twitter.com/SenRandPaul/status/1934228517849559144?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.02665598690509796
2025-06-15 08:40:00-04,@nsitharamanoffc,"Smt @nsitharaman interacts with former MP (RS) Rev. Thiksay Khenpo Rinpoche. He is the incumbent head of Thiksey Gompa in Ladakh and is also a Padma Shri awardee. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Smt <a href=""https://twitter.com/nsitharaman?ref_src=twsrc%5Etfw"">@nsitharaman</a> interacts with former MP (RS) Rev. Thiksay Khenpo Rinpoche.<br /><br />He is the incumbent head of Thiksey Gompa in Ladakh and is also a Padma Shri awardee. <a href=""https://t.co/fdYHoMgDbx"">pic.twitter.com/fdYHoMgDbx</a></p>— Nirmala Sitharaman Office (@nsitharamanoffc) <a href=""https://twitter.com/nsitharamanoffc/status/1934229551288041782?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.23174717240035533
2025-06-15 08:41:00-04,@PMOIndia,"PM @narendramodi arrived in Cyprus a short while ago. In a warm gesture, the PM was received by President @Christodulides at the airport. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">PM <a href=""https://twitter.com/narendramodi?ref_src=twsrc%5Etfw"">@narendramodi</a> arrived in Cyprus a short while ago. In a warm gesture, the PM was received by President <a href=""https://twitter.com/Christodulides?ref_src=twsrc%5Etfw"">@Christodulides</a> at the airport. <a href=""https://t.co/LrtQc7GUIe"">pic.twitter.com/LrtQc7GUIe</a></p>— PMO India (@PMOIndia) <a href=""https://twitter.com/PMOIndia/status/1934229830754848782?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.2797630613669753
2025-06-15 08:50:11-04,@intotheblock,"Sustainable DeFi yield can only exist where there's real economic value. In this report, our head of lending dives into the topic of real yield and analyzes the current gaps👇 sentora.com/reports/real-y… <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Sustainable DeFi yield can only exist where there's real economic value. <br /><br />In this report, our head of lending dives into the topic of real yield and analyzes the current gaps👇<a href=""https://t.co/A8KPg36jDr"">https://t.co/A8KPg36jDr</a></p>— Sentora (previously IntoTheBlock) (@SentoraHQ) <a href=""https://twitter.com/SentoraHQ/status/1934231965621792789?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.06580024796227614
2025-06-15 08:58:00-04,@MMCrypto,"BITCOIN: W-PATTERN FAILED ❌ ASCENDING TRIANGLE ✅ <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">BITCOIN: <br /><br />W-PATTERN FAILED ❌<br />ASCENDING TRIANGLE ✅ <a href=""https://t.co/P3lwb5M2lu"">https://t.co/P3lwb5M2lu</a> <a href=""https://t.co/UtaPsMRC2b"">pic.twitter.com/UtaPsMRC2b</a></p>— MMCrypto (@MMCrypto) <a href=""https://twitter.com/MMCrypto/status/1934234148790542430?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.18984414090712864
2025-06-15 09:04:50-04,@BitcoinMagazine,"BREAKING: 🇵🇰 Pakistan’s Finance Minister Muhammad Aurangzeb just talked with Michael Saylor about #Bitcoin Nation States are here 🚀 <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">BREAKING: 🇵🇰 Pakistan’s Finance Minister Muhammad Aurangzeb just talked with Michael Saylor about <a href=""https://twitter.com/hashtag/Bitcoin?src=hash&amp;ref_src=twsrc%5Etfw"">#Bitcoin</a> <br /><br />Nation States are here 🚀 <a href=""https://t.co/jOXeHAzxBn"">pic.twitter.com/jOXeHAzxBn</a></p>— Bitcoin Magazine (@BitcoinMagazine) <a href=""https://twitter.com/BitcoinMagazine/status/1934235651505061998?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.466247167934974
2025-06-15 09:20:19-04,@BitcoinMagazine,"BREAKING: 🇵🇰 Pakistan’s Finance Minister and State Minister on Crypto Bilal just talked with Michael Saylor about #Bitcoin Nation States are here 🚀 <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">BREAKING: 🇵🇰 Pakistan’s Finance Minister and State Minister on Crypto Bilal just talked with Michael Saylor about <a href=""https://twitter.com/hashtag/Bitcoin?src=hash&amp;ref_src=twsrc%5Etfw"">#Bitcoin</a> <br /><br />Nation States are here 🚀 <a href=""https://t.co/aa5tM5kKbY"">pic.twitter.com/aa5tM5kKbY</a></p>— Bitcoin Magazine (@BitcoinMagazine) <a href=""https://twitter.com/BitcoinMagazine/status/1934239548474601918?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.47011631156007444
2025-06-15 09:29:00-04,@nsitharamanoffc,"Smt @nsitharaman visits Sindhu Ghat in Ladakh and offers prayers. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Smt <a href=""https://twitter.com/nsitharaman?ref_src=twsrc%5Etfw"">@nsitharaman</a> visits Sindhu Ghat in Ladakh and offers prayers. <a href=""https://t.co/QPQgtKuV9K"">pic.twitter.com/QPQgtKuV9K</a></p>— Nirmala Sitharaman Office (@nsitharamanoffc) <a href=""https://twitter.com/nsitharamanoffc/status/1934241779286786391?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.002778234581152598
2025-06-15 09:29:00-04,@FinMinIndia,"RT by @FinMinIndia: Smt @nsitharaman visits Sindhu Ghat in Ladakh and offers prayers. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Smt <a href=""https://twitter.com/nsitharaman?ref_src=twsrc%5Etfw"">@nsitharaman</a> visits Sindhu Ghat in Ladakh and offers prayers. <a href=""https://t.co/QPQgtKuV9K"">pic.twitter.com/QPQgtKuV9K</a></p>— Nirmala Sitharaman Office (@nsitharamanoffc) <a href=""https://twitter.com/nsitharamanoffc/status/1934241779286786391?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.005529733995596568
2025-06-15 09:30:00-04,@nsitharamanoffc,"Smt @nsitharaman interacts with tourists and locals at Sindhu Ghat in Ladakh. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Smt <a href=""https://twitter.com/nsitharaman?ref_src=twsrc%5Etfw"">@nsitharaman</a> interacts with tourists and locals at Sindhu Ghat in Ladakh. <a href=""https://t.co/xonW3w0P2w"">https://t.co/xonW3w0P2w</a> <a href=""https://t.co/pNAclV1ZGQ"">pic.twitter.com/pNAclV1ZGQ</a></p>— Nirmala Sitharaman Office (@nsitharamanoffc) <a href=""https://twitter.com/nsitharamanoffc/status/1934242105687204227?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.0029350854456424713
2025-06-15 09:33:17-04,@nsitharamanoffc,Smt @nsitharaman visits the @BJP4Ladakh office in Ladakh and addresses the Karyakartas. Smt @nsitharaman visits the @BJP4Ladakh office in Ladakh and addresses the Karyakartas.,-0.00283159501850605
2025-06-15 09:40:00-04,@TheJusticeDept,"Every year, 1 in 10 older Americans experience abuse. On #WorldElderAbuseAwarenessDay, the Justice Department reaffirms its commitment to protecting seniors & holding offenders accountable. #WEAAD <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Every year, 1 in 10 older Americans experience abuse. On <a href=""https://twitter.com/hashtag/WorldElderAbuseAwarenessDay?src=hash&amp;ref_src=twsrc%5Etfw"">#WorldElderAbuseAwarenessDay</a>, the Justice Department reaffirms its commitment to protecting seniors & holding offenders accountable. <a href=""https://twitter.com/hashtag/WEAAD?src=hash&amp;ref_src=twsrc%5Etfw"">#WEAAD</a> <a href=""https://t.co/X4wu1q6RhW"">pic.twitter.com/X4wu1q6RhW</a></p>— U.S. Department of Justice (@TheJusticeDept) <a href=""https://twitter.com/TheJusticeDept/status/1934244557471846861?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.23606180797020596
2025-06-15 10:13:06-04,@novogratz,"We have a serious mental health epidemic running through our country. Sad. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">We have a serious mental health epidemic running through our country.  Sad. <a href=""https://t.co/gYpzEk2R7M"">https://t.co/gYpzEk2R7M</a></p>— Mike Novogratz (@novogratz) <a href=""https://twitter.com/novogratz/status/1934252831382630494?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-0.28896061033010484
2025-06-15 10:24:00-04,@WarrenDavidson,"Don’t forget, Congress declares war. We are not at war with Iran, or Russia for that matter. US Constitution, Article I, Section 8, Clause 11 Explained clearly in Federalist 69, and 41. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Don’t forget, Congress declares war. We are not at war with Iran, or Russia for that matter.<br /><br />US Constitution, Article I, Section 8, Clause 11<br /><br />Explained clearly in Federalist 69, and 41. <a href=""https://t.co/BtXoBV3QbL"">https://t.co/BtXoBV3QbL</a></p>— Warren Davidson 🇺🇸 (@WarrenDavidson) <a href=""https://twitter.com/WarrenDavidson/status/1934255692539474154?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-0.029160323770095913
2025-06-15 10:24:28-04,@WarrenDavidson,"Don’t forget, Congress declares war. We are not at war with Iran, or Russia for that matter. US Constitution, Article I, Section 8, Clause 11 Explained clearly in Federalist 69, and 41. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Don’t forget, Congress declares war. We are not at war with Iran, or Russia for that matter.<br /><br />US Constitution, Article I, Section 8, Clause 11<br /><br />Explained clearly in Federalist 69, and 41. <a href=""https://t.co/BtXoBV3QbL"">https://t.co/BtXoBV3QbL</a></p>— Warren Davidson 🇺🇸 (@WarrenDavidson) <a href=""https://twitter.com/WarrenDavidson/status/1934255692539474154?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-0.004157498478889465
2025-06-15 10:28:00-04,@SpeakerJohnson,"There is no more powerful force on earth than the love and encouragement of a dad. <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">There is no more powerful force on earth than the love and encouragement of a dad. <a href=""https://t.co/Ed7WBn4lm7"">pic.twitter.com/Ed7WBn4lm7</a></p>— Speaker Mike Johnson (@SpeakerJohnson) <a href=""https://twitter.com/SpeakerJohnson/status/1934256791233208697?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.0021384252856175103
2025-06-15 10:31:20-04,@paoloardoino,"It will be obvious <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">It will be obvious <a href=""https://t.co/PDgZRlm6U5"">pic.twitter.com/PDgZRlm6U5</a></p>— Paolo Ardoino 🤖 (@paoloardoino) <a href=""https://twitter.com/paoloardoino/status/1934257420303253515?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",-0.016136061400175095
2025-06-15 10:36:59-04,@paoloardoino,"Imagination: 99/100 <blockquote class=""twitter-tweet""><p dir=""ltr"" lang=""en"">Imagination: 99/100 <a href=""https://t.co/fWMQac4zP4"">https://t.co/fWMQac4zP4</a></p>— Paolo Ardoino 🤖 (@paoloardoino) <a href=""https://twitter.com/paoloardoino/status/1934258843988435043?ref_src=twsrc%5Etfw"">June 15, 2025</a></blockquote>",0.06000300024946531
